,Date,Chicago,Opponent,Quarter,Time,Score,Team,Action,Substitution,Player,Lineup,Points,Game
71,"January 14, 2022",Home,Rochester (N.Y.),1,04:51,6-11,Away,"STITES,KELSEY enters the game",1,Kelsey Stites,"Klaire Steffens, Peyton Soest, Kati Heller, Grace Hynes, Elizabeth Shaw",0,12
72,"January 14, 2022",Home,Rochester (N.Y.),1,04:51,6-11,Away,"LEVERONE,MAURA goes to the bench",1,Maura Leverone,"Klaire Steffens, Peyton Soest, Kati Heller, Grace Hynes, Elizabeth Shaw",0,12
73,"January 14, 2022",Home,Rochester (N.Y.),1,04:49,6-11,Home,"Foul by SHAW,ELIZABETH",0,Elizabeth Shaw,"Klaire Steffens, Peyton Soest, Kati Heller, Grace Hynes, Elizabeth Shaw",0,12
74,"January 14, 2022",Home,Rochester (N.Y.),1,04:49,6-11,Away,"MCCULLEY,CALLIE missed free throw",0,Callie Mcculley,"Klaire Steffens, Peyton Soest, Kati Heller, Grace Hynes, Elizabeth Shaw",0,12
75,"January 14, 2022",Home,Rochester (N.Y.),1,04:49,6-11,Away,TEAM deadball rebound,0,,"Klaire Steffens, Peyton Soest, Kati Heller, Grace Hynes, Elizabeth Shaw",0,12
76,"January 14, 2022",Home,Rochester (N.Y.),1,04:49,6-12,Away,"MCCULLEY,CALLIE made free throw",0,Callie Mcculley,"Klaire Steffens, Peyton Soest, Kati Heller, Grace Hynes, Elizabeth Shaw",1,12
77,"January 14, 2022",Home,Rochester (N.Y.),1,04:49,6-12,Home,"ALFARO,BELLA enters the game",1,Bella Alfaro,"Klaire Steffens, Peyton Soest, Kati Heller, Grace Hynes, Elizabeth Shaw, Bella Alfaro",0,12
78,"January 14, 2022",Home,Rochester (N.Y.),1,04:49,6-12,Home,"SHAW,ELIZABETH goes to the bench",1,Elizabeth Shaw,"Klaire Steffens, Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro",0,12
79,"January 14, 2022",Home,Rochester (N.Y.),1,04:49,6-12,Away,"JENKS,KAT enters the game",1,Kat Jenks,"Klaire Steffens, Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro",0,12
80,"January 14, 2022",Home,Rochester (N.Y.),1,04:49,6-12,Away,"SESTRIC,ALEXIS goes to the bench",1,Alexis Sestric,"Klaire Steffens, Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro",0,12
81,"January 14, 2022",Home,Rochester (N.Y.),1,04:38,6-12,Away,"Foul by DUMIAK,HALEY",0,Haley Dumiak,"Klaire Steffens, Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro",0,12
82,"January 14, 2022",Home,Rochester (N.Y.),1,04:34,6-12,Home,"Turnover by HYNES,GRACE",0,Grace Hynes,"Klaire Steffens, Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro",0,12
83,"January 14, 2022",Home,Rochester (N.Y.),1,04:13,6-12,Away,"Turnover by STITES,KELSEY",0,Kelsey Stites,"Klaire Steffens, Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro",0,12
84,"January 14, 2022",Home,Rochester (N.Y.),1,03:59,6-12,Home,"Turnover by HELLER,KATI",0,Kati Heller,"Klaire Steffens, Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro",0,12
85,"January 14, 2022",Home,Rochester (N.Y.),1,03:47,6-14,Away,"ADLER,CHARLOTTE made layup",0,Charlotte Adler,"Klaire Steffens, Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro",2,12
86,"January 14, 2022",Home,Rochester (N.Y.),1,03:47,6-14,Away,"Assist by DUMIAK,HALEY",0,Haley Dumiak,"Klaire Steffens, Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro",0,12
87,"January 14, 2022",Home,Rochester (N.Y.),1,03:31,6-14,Home,"STEFFENS,KLAIRE missed layup",0,Klaire Steffens,"Klaire Steffens, Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro",0,12
88,"January 14, 2022",Home,Rochester (N.Y.),1,03:31,6-14,Away,TEAM defensive rebound,0,,"Klaire Steffens, Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro",0,12
89,"January 14, 2022",Home,Rochester (N.Y.),1,03:31,6-14,Home,"BRODNIK,MALLORY enters the game",1,Mallory Brodnik,"Klaire Steffens, Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro, Mallory Brodnik",0,12
90,"January 14, 2022",Home,Rochester (N.Y.),1,03:31,6-14,Home,"STEFFENS,KLAIRE goes to the bench",1,Klaire Steffens,"Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro, Mallory Brodnik",0,12
91,"January 14, 2022",Home,Rochester (N.Y.),1,03:15,6-16,Away,"DUMIAK,HALEY made layup",0,Haley Dumiak,"Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro, Mallory Brodnik",2,12
92,"January 14, 2022",Home,Rochester (N.Y.),1,02:57,6-16,Home,"HYNES,GRACE missed layup",0,Grace Hynes,"Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro, Mallory Brodnik",0,12
93,"January 14, 2022",Home,Rochester (N.Y.),1,02:55,6-16,Away,"MCCULLEY,CALLIE defensive rebound",0,Callie Mcculley,"Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro, Mallory Brodnik",0,12
94,"January 14, 2022",Home,Rochester (N.Y.),1,02:41,6-16,Away,"ADLER,CHARLOTTE missed jump shot",0,Charlotte Adler,"Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro, Mallory Brodnik",0,12
95,"January 14, 2022",Home,Rochester (N.Y.),1,02:36,6-16,Home,"HYNES,GRACE defensive rebound",0,Grace Hynes,"Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro, Mallory Brodnik",0,12
96,"January 14, 2022",Home,Rochester (N.Y.),1,02:31,6-16,Home,"SOEST,PEYTON VAN missed 3-pt. jump shot",0,Peyton Soest,"Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro, Mallory Brodnik",0,12
97,"January 14, 2022",Home,Rochester (N.Y.),1,02:29,6-16,Away,"JENKS,KAT defensive rebound",0,Kat Jenks,"Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro, Mallory Brodnik",0,12
98,"January 14, 2022",Home,Rochester (N.Y.),1,02:22,6-19,Away,"MCCULLEY,CALLIE made 3-pt. jump shot",0,Callie Mcculley,"Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro, Mallory Brodnik",3,12
99,"January 14, 2022",Home,Rochester (N.Y.),1,02:22,6-19,Away,"Assist by DUMIAK,HALEY",0,Haley Dumiak,"Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro, Mallory Brodnik",0,12
100,"January 14, 2022",Home,Rochester (N.Y.),1,02:19,6-19,Home,30SEC TIMEOUT by Chicago,0,,"Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro, Mallory Brodnik",0,12
101,"January 14, 2022",Home,Rochester (N.Y.),1,02:19,6-19,Home,"NORTH,SOPHIA enters the game",1,Sophia North,"Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro, Mallory Brodnik, Sophia North",0,12
102,"January 14, 2022",Home,Rochester (N.Y.),1,02:19,6-19,Home,"STEFFENS,KLAIRE enters the game",1,Klaire Steffens,"Peyton Soest, Kati Heller, Grace Hynes, Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens",0,12
103,"January 14, 2022",Home,Rochester (N.Y.),1,02:19,6-19,Home,"HELLER,KATI goes to the bench",1,Kati Heller,"Peyton Soest, Grace Hynes, Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens",0,12
104,"January 14, 2022",Home,Rochester (N.Y.),1,02:19,6-19,Home,"HYNES,GRACE goes to the bench",1,Grace Hynes,"Peyton Soest, Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens",0,12
105,"January 14, 2022",Home,Rochester (N.Y.),1,02:19,6-19,Away,"OKONIEWSKI,JULIANNA enters the game",1,Julianna Okoniewski,"Peyton Soest, Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens",0,12
106,"January 14, 2022",Home,Rochester (N.Y.),1,02:19,6-19,Away,"DUMIAK,HALEY goes to the bench",1,Haley Dumiak,"Peyton Soest, Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens",0,12
107,"January 14, 2022",Home,Rochester (N.Y.),1,02:06,6-19,Home,"SOEST,PEYTON VAN missed jump shot",0,Peyton Soest,"Peyton Soest, Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens",0,12
108,"January 14, 2022",Home,Rochester (N.Y.),1,02:04,6-19,Away,TEAM defensive rebound,0,,"Peyton Soest, Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens",0,12
109,"January 14, 2022",Home,Rochester (N.Y.),1,01:49,6-19,Away,"OKONIEWSKI,JULIANNA missed layup",0,Julianna Okoniewski,"Peyton Soest, Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens",0,12
110,"January 14, 2022",Home,Rochester (N.Y.),1,01:47,6-19,Home,"BRODNIK,MALLORY defensive rebound",0,Mallory Brodnik,"Peyton Soest, Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens",0,12
111,"January 14, 2022",Home,Rochester (N.Y.),1,01:35,6-19,Home,"SOEST,PEYTON VAN missed layup",0,Peyton Soest,"Peyton Soest, Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens",0,12
112,"January 14, 2022",Home,Rochester (N.Y.),1,01:34,6-19,Away,TEAM defensive rebound,0,,"Peyton Soest, Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens",0,12
113,"January 14, 2022",Home,Rochester (N.Y.),1,01:34,6-19,Home,"POWE,MARISSA enters the game",1,Marissa Powe,"Peyton Soest, Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
114,"January 14, 2022",Home,Rochester (N.Y.),1,01:34,6-19,Home,"SOEST,PEYTON VAN goes to the bench",1,Peyton Soest,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
115,"January 14, 2022",Home,Rochester (N.Y.),1,01:34,6-19,Away,"LINDEMUTH,HANNAH enters the game",1,Hannah Lindemuth,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
116,"January 14, 2022",Home,Rochester (N.Y.),1,01:34,6-19,Away,"LEVERONE,MAURA enters the game",1,Maura Leverone,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
117,"January 14, 2022",Home,Rochester (N.Y.),1,01:34,6-19,Away,"ADLER,CHARLOTTE goes to the bench",1,Charlotte Adler,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
118,"January 14, 2022",Home,Rochester (N.Y.),1,01:34,6-19,Away,"STITES,KELSEY goes to the bench",1,Kelsey Stites,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
119,"January 14, 2022",Home,Rochester (N.Y.),1,01:28,6-19,Home,"Foul by ALFARO,BELLA",0,Bella Alfaro,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
120,"January 14, 2022",Home,Rochester (N.Y.),1,01:28,6-19,Away,"LEVERONE,MAURA missed free throw",0,Maura Leverone,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
121,"January 14, 2022",Home,Rochester (N.Y.),1,01:28,6-19,Away,TEAM deadball rebound,0,,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
122,"January 14, 2022",Home,Rochester (N.Y.),1,01:28,6-20,Away,"LEVERONE,MAURA made free throw",0,Maura Leverone,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",1,12
123,"January 14, 2022",Home,Rochester (N.Y.),1,01:28,6-20,Away,"Foul by LEVERONE,MAURA",0,Maura Leverone,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
124,"January 14, 2022",Home,Rochester (N.Y.),1,01:12,6-20,Home,"NORTH,SOPHIA missed jump shot",0,Sophia North,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
125,"January 14, 2022",Home,Rochester (N.Y.),1,01:09,6-20,Home,"BRODNIK,MALLORY offensive rebound",0,Mallory Brodnik,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
126,"January 14, 2022",Home,Rochester (N.Y.),1,01:05,6-20,Away,"Foul by OKONIEWSKI,JULIANNA",0,Julianna Okoniewski,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
127,"January 14, 2022",Home,Rochester (N.Y.),1,01:05,6-20,Home,"STEFFENS,KLAIRE missed free throw",0,Klaire Steffens,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
128,"January 14, 2022",Home,Rochester (N.Y.),1,01:05,6-20,Home,TEAM deadball rebound,0,,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
129,"January 14, 2022",Home,Rochester (N.Y.),1,01:05,7-20,Home,"STEFFENS,KLAIRE made free throw",0,Klaire Steffens,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",1,12
130,"January 14, 2022",Home,Rochester (N.Y.),1,01:05,7-20,Away,"DUMIAK,HALEY enters the game",1,Haley Dumiak,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
131,"January 14, 2022",Home,Rochester (N.Y.),1,01:05,7-20,Away,"OKONIEWSKI,JULIANNA goes to the bench",1,Julianna Okoniewski,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
132,"January 14, 2022",Home,Rochester (N.Y.),1,00:54,7-20,Home,"Foul by BRODNIK,MALLORY",0,Mallory Brodnik,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
133,"January 14, 2022",Home,Rochester (N.Y.),1,00:54,7-21,Away,"DUMIAK,HALEY made free throw",0,Haley Dumiak,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",1,12
134,"January 14, 2022",Home,Rochester (N.Y.),1,00:54,7-22,Away,"DUMIAK,HALEY made free throw",0,Haley Dumiak,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",1,12
135,"January 14, 2022",Home,Rochester (N.Y.),1,00:54,7-22,Away,"SESTRIC,ALEXIS enters the game",1,Alexis Sestric,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
136,"January 14, 2022",Home,Rochester (N.Y.),1,00:54,7-22,Away,"GRESS,ABBY enters the game",1,Abby Gress,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
137,"January 14, 2022",Home,Rochester (N.Y.),1,00:54,7-22,Away,"JENKS,KAT goes to the bench",1,Kat Jenks,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
138,"January 14, 2022",Home,Rochester (N.Y.),1,00:54,7-22,Away,"MCCULLEY,CALLIE goes to the bench",1,Callie Mcculley,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
139,"January 14, 2022",Home,Rochester (N.Y.),1,00:39,7-22,Home,"STEFFENS,KLAIRE missed jump shot",0,Klaire Steffens,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
140,"January 14, 2022",Home,Rochester (N.Y.),1,00:39,7-22,Away,"Block by GRESS,ABBY",0,Abby Gress,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
141,"January 14, 2022",Home,Rochester (N.Y.),1,00:38,7-22,Away,"DUMIAK,HALEY defensive rebound",0,Haley Dumiak,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
142,"January 14, 2022",Home,Rochester (N.Y.),1,00:22,7-24,Away,"LINDEMUTH,HANNAH made jump shot",0,Hannah Lindemuth,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",2,12
143,"January 14, 2022",Home,Rochester (N.Y.),1,00:05,7-24,Home,"NORTH,SOPHIA missed 3-pt. jump shot",0,Sophia North,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
144,"January 14, 2022",Home,Rochester (N.Y.),1,00:03,7-24,Away,"GRESS,ABBY defensive rebound",0,Abby Gress,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe",0,12
145,"January 14, 2022",Home,Rochester (N.Y.),2,10:00,7-24,Home,"HYNES,GRACE enters the game",1,Grace Hynes,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe, Grace Hynes",0,12
146,"January 14, 2022",Home,Rochester (N.Y.),2,10:00,7-24,Home,"SHAW,ELIZABETH enters the game",1,Elizabeth Shaw,"Bella Alfaro, Mallory Brodnik, Sophia North, Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw",0,12
147,"January 14, 2022",Home,Rochester (N.Y.),2,10:00,7-24,Home,"NORTH,SOPHIA goes to the bench",1,Sophia North,"Bella Alfaro, Mallory Brodnik, Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw",0,12
148,"January 14, 2022",Home,Rochester (N.Y.),2,10:00,7-24,Home,"ALFARO,BELLA goes to the bench",1,Bella Alfaro,"Mallory Brodnik, Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw",0,12
149,"January 14, 2022",Home,Rochester (N.Y.),2,09:38,7-24,Home,"POWE,MARISSA missed jump shot",0,Marissa Powe,"Mallory Brodnik, Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw",0,12
150,"January 14, 2022",Home,Rochester (N.Y.),2,09:36,7-24,Away,"GRESS,ABBY defensive rebound",0,Abby Gress,"Mallory Brodnik, Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw",0,12
151,"January 14, 2022",Home,Rochester (N.Y.),2,09:34,7-24,Away,"SESTRIC,ALEXIS missed 3-pt. jump shot",0,Alexis Sestric,"Mallory Brodnik, Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw",0,12
152,"January 14, 2022",Home,Rochester (N.Y.),2,09:28,7-24,Away,"DUMIAK,HALEY offensive rebound",0,Haley Dumiak,"Mallory Brodnik, Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw",0,12
153,"January 14, 2022",Home,Rochester (N.Y.),2,09:28,7-26,Away,"DUMIAK,HALEY made layup",0,Haley Dumiak,"Mallory Brodnik, Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw",2,12
154,"January 14, 2022",Home,Rochester (N.Y.),2,09:14,7-26,Home,"Turnover by BRODNIK,MALLORY",0,Mallory Brodnik,"Mallory Brodnik, Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw",0,12
155,"January 14, 2022",Home,Rochester (N.Y.),2,09:14,7-26,Away,"Steal by GRESS,ABBY",0,Abby Gress,"Mallory Brodnik, Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw",0,12
156,"January 14, 2022",Home,Rochester (N.Y.),2,08:58,7-26,Away,"SESTRIC,ALEXIS missed 3-pt. jump shot",0,Alexis Sestric,"Mallory Brodnik, Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw",0,12
157,"January 14, 2022",Home,Rochester (N.Y.),2,08:54,7-26,Away,"LEVERONE,MAURA offensive rebound",0,Maura Leverone,"Mallory Brodnik, Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw",0,12
158,"January 14, 2022",Home,Rochester (N.Y.),2,08:47,7-26,Home,"Foul by BRODNIK,MALLORY",0,Mallory Brodnik,"Mallory Brodnik, Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw",0,12
159,"January 14, 2022",Home,Rochester (N.Y.),2,08:47,7-26,Home,"GAO,ASHLEY enters the game",1,Ashley Gao,"Mallory Brodnik, Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
160,"January 14, 2022",Home,Rochester (N.Y.),2,08:47,7-26,Home,"BRODNIK,MALLORY goes to the bench",1,Mallory Brodnik,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
161,"January 14, 2022",Home,Rochester (N.Y.),2,08:40,7-28,Away,"SESTRIC,ALEXIS made jump shot",0,Alexis Sestric,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",2,12
162,"January 14, 2022",Home,Rochester (N.Y.),2,08:28,9-28,Home,"GAO,ASHLEY made jump shot",0,Ashley Gao,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",2,12
163,"January 14, 2022",Home,Rochester (N.Y.),2,08:00,9-28,Away,"LINDEMUTH,HANNAH missed jump shot",0,Hannah Lindemuth,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
164,"January 14, 2022",Home,Rochester (N.Y.),2,07:58,9-28,Home,"STEFFENS,KLAIRE defensive rebound",0,Klaire Steffens,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
165,"January 14, 2022",Home,Rochester (N.Y.),2,07:49,11-28,Home,"GAO,ASHLEY made jump shot",0,Ashley Gao,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",2,12
166,"January 14, 2022",Home,Rochester (N.Y.),2,07:49,11-28,Home,"Assist by STEFFENS,KLAIRE",0,Klaire Steffens,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
167,"January 14, 2022",Home,Rochester (N.Y.),2,07:32,11-28,Away,"DUMIAK,HALEY missed layup",0,Haley Dumiak,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
168,"January 14, 2022",Home,Rochester (N.Y.),2,07:30,11-28,Home,"STEFFENS,KLAIRE defensive rebound",0,Klaire Steffens,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
169,"January 14, 2022",Home,Rochester (N.Y.),2,07:14,11-28,Home,"GAO,ASHLEY missed jump shot",0,Ashley Gao,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
170,"January 14, 2022",Home,Rochester (N.Y.),2,07:14,11-28,Away,"Block by DUMIAK,HALEY",0,Haley Dumiak,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
171,"January 14, 2022",Home,Rochester (N.Y.),2,07:14,11-28,Away,"DUMIAK,HALEY defensive rebound",0,Haley Dumiak,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
172,"January 14, 2022",Home,Rochester (N.Y.),2,07:14,11-28,Home,"Foul by STEFFENS,KLAIRE",0,Klaire Steffens,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
173,"January 14, 2022",Home,Rochester (N.Y.),2,07:14,11-28,Away,"MCCULLEY,CALLIE enters the game",1,Callie Mcculley,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
174,"January 14, 2022",Home,Rochester (N.Y.),2,07:14,11-28,Away,"ADLER,CHARLOTTE enters the game",1,Charlotte Adler,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
175,"January 14, 2022",Home,Rochester (N.Y.),2,07:14,11-28,Away,"OKONIEWSKI,JULIANNA enters the game",1,Julianna Okoniewski,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
176,"January 14, 2022",Home,Rochester (N.Y.),2,07:14,11-28,Away,"DUMIAK,HALEY goes to the bench",1,Haley Dumiak,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
177,"January 14, 2022",Home,Rochester (N.Y.),2,07:14,11-28,Away,"LINDEMUTH,HANNAH goes to the bench",1,Hannah Lindemuth,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
178,"January 14, 2022",Home,Rochester (N.Y.),2,07:14,11-28,Away,"GRESS,ABBY goes to the bench",1,Abby Gress,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
179,"January 14, 2022",Home,Rochester (N.Y.),2,07:00,11-28,Home,"Foul by POWE,MARISSA",0,Marissa Powe,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
180,"January 14, 2022",Home,Rochester (N.Y.),2,06:51,11-28,Away,"SESTRIC,ALEXIS missed jump shot",0,Alexis Sestric,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
181,"January 14, 2022",Home,Rochester (N.Y.),2,06:48,11-28,Home,"STEFFENS,KLAIRE defensive rebound",0,Klaire Steffens,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
182,"January 14, 2022",Home,Rochester (N.Y.),2,06:36,13-28,Home,"GAO,ASHLEY made jump shot",0,Ashley Gao,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",2,12
183,"January 14, 2022",Home,Rochester (N.Y.),2,06:19,13-28,Away,"LEVERONE,MAURA missed jump shot",0,Maura Leverone,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
184,"January 14, 2022",Home,Rochester (N.Y.),2,06:19,13-28,Home,"Block by GAO,ASHLEY",0,Ashley Gao,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
185,"January 14, 2022",Home,Rochester (N.Y.),2,06:19,13-28,Away,TEAM offensive rebound,0,,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao",0,12
186,"January 14, 2022",Home,Rochester (N.Y.),2,06:19,13-28,Home,"SOEST,PEYTON VAN enters the game",1,Peyton Soest,"Klaire Steffens, Marissa Powe, Grace Hynes, Elizabeth Shaw, Ashley Gao, Peyton Soest",0,12
187,"January 14, 2022",Home,Rochester (N.Y.),2,06:19,13-28,Home,"POWE,MARISSA goes to the bench",1,Marissa Powe,"Klaire Steffens, Grace Hynes, Elizabeth Shaw, Ashley Gao, Peyton Soest",0,12
188,"January 14, 2022",Home,Rochester (N.Y.),2,06:19,13-28,Away,"JENKS,KAT enters the game",1,Kat Jenks,"Klaire Steffens, Grace Hynes, Elizabeth Shaw, Ashley Gao, Peyton Soest",0,12
189,"January 14, 2022",Home,Rochester (N.Y.),2,06:19,13-28,Away,"STITES,KELSEY enters the game",1,Kelsey Stites,"Klaire Steffens, Grace Hynes, Elizabeth Shaw, Ashley Gao, Peyton Soest",0,12
190,"January 14, 2022",Home,Rochester (N.Y.),2,06:19,13-28,Away,"LEVERONE,MAURA goes to the bench",1,Maura Leverone,"Klaire Steffens, Grace Hynes, Elizabeth Shaw, Ashley Gao, Peyton Soest",0,12
191,"January 14, 2022",Home,Rochester (N.Y.),2,06:19,13-28,Away,"SESTRIC,ALEXIS goes to the bench",1,Alexis Sestric,"Klaire Steffens, Grace Hynes, Elizabeth Shaw, Ashley Gao, Peyton Soest",0,12
